待售房屋,室,厅,卫,面积,面积单位,朝向,楼层,建筑年份,小区名称,区,镇,道路,标签,总价,总价单位,均价,均价单位
东城商圈中心 电梯房 满五   标准H户型急售可大议！,2室,2厅,1卫,99.45,㎡,南,低层(共16层),2010年建造,福渔园,大港,古林街,海景十路,"南,满五年,车位充足,",124,万,12469,元/㎡
工农村 津湖湾 三居室 精装修 南北通透 93平,3室,2厅,1卫,94,㎡,南北,高层(共11层),2017年建造,中海津湖湾,塘沽,工农村街,"尧山道,近威海路","南北,满五年,",125,万,13298,元/㎡
紫罗园 南北通透 两室两厅 出售中,2室,2厅,1卫,104.29,㎡,南北,共5层,2010年建造,紫罗园,北辰,集贤里,"高峰路,近延吉道","南北,满五年,",120,万,11507,元/㎡
精装修的房子，看房有钥匙。,2室,2厅,1卫,91,㎡,南,低层(共24层),2013年建造,溪水湾花园,东丽,金钟街,满江道,"南,满五年,",146,万,16044,元/㎡
商圈成熟 出行方便 近医院 双卫 近地铁 高绿化,3室,2厅,2卫,147.5,㎡,南,中层(共28层),2010年建造,蓝岸森林,北辰,北仓,京津路1号,"南,唯一住房,绿化率高,",148,万,10034,元/㎡
二中四小  好楼层  拎包入住 随时过户 120W,2室,2厅,1卫,85.21,㎡,南北,低层(共27层),2015年建造,泰悦欣园,静海,静海镇,静文路,"南北,满五年,",120,万,14083,元/㎡
杨村街 满五   有电梯 装修好 朝南 刚需小三居 房龄新,3室,2厅,1卫,90.44,㎡,南,低层(共32层),2016年建造,富力尚悦居,武清,杨村街,"雍和道,近与翠通路","南,满五年,",129,万,14264,元/㎡
模范！129！可议满五  ，裕华园2室1厅1卫102平,2室,1厅,1卫,102.23,㎡,北,低层(共26层),2018年建造,裕华园,静海,静海镇,瑞和道,"北,VIP房东直卖,满五年,",129,万,12619,元/㎡
金银里急售！精装H户型，楼层好采光好，交通方便,2室,1厅,1卫,95.11,㎡,南北,中层(共6层),2006年建造,金银里,东丽,新立镇,幸福路30号,"南北,VIP房东直卖,满五年,近地铁,",113,万,11881,元/㎡
业主降价急售新城悦隽央著三居 紧邻十三小十一中 武清城际,3室,2厅,2卫,107,㎡,南北,高层(共7层),2022年建造,新城悦隽央著,武清,杨村街,新安路,"南北,车位充足,",150,万,14019,元/㎡
（新上架）贻成豪庭 南北通透 正规H户型 明厨明卫 精装婚房,2室,2厅,1卫,104.24,㎡,南北,高层(共26层),2012年建造,贻成豪庭,塘沽,工农村街,塘汉路789号,"南北,满五年,",120,万,11512,元/㎡
紧邻一中十一中十三小 经纬二期 位置好新小区 。,2室,2厅,1卫,87,㎡,南北,低层(共34层),2023年建造,经纬城市绿洲学府华庭,武清,豆张庄镇,新安路,"南北,次新房,",84,万,9656,元/㎡
小区出门地铁公园 H户型 业主诚心出售 大胆给价 随时看房,2室,2厅,1卫,95,㎡,南,高层(共11层),2010年建造,新尚园,津南,双港,"微山南路,近景荔道","南,有电梯,近地铁,",119.8,万,12611,元/㎡
禹州110就可有跃层170平含90平阁楼送露台,2室,2厅,0卫,88.24,㎡,南,高层(共26层),2015年建造,禹洲尊府,静海,静海镇,"北华路,近春曦道","南,满五年,",116,万,13146,元/㎡
金隅悦城秀悦园 近地铁 装修好 中间楼层采光好,2室,2厅,1卫,93.07,㎡,南北,中层(共11层),2011年建造,金隅悦城秀悦园,东丽,张贵庄街,跃进路,"南北,近地铁,",138,万,14828,元/㎡
（金地品质）中 层 全明户型真亮堂 楼下地铁公园 生活舒适,3室,2厅,1卫,98.78,㎡,南北,高层(共33层),2014年建造,金地艺华年盈翠名苑,津南,双港,津港高速,"南北,有电梯,近地铁,绿化率高,",136,万,13768,元/㎡
五大街。精装婚房两室万科物业。永旺商场正对过。137万急售。,2室,2厅,1卫,96,㎡,南,低层(共30层),2018年建造,万科金域蓝湾,开发区,第五大街,第五大街,"南,满五年,近地铁,",137,万,14271,元/㎡
宫前园  2室 户型好私产可贷款！！,2室,1厅,1卫,91.76,㎡,西南,高层(共6层),2001年建造,宫前园,河东,大直沽,"大直沽前街,近宫前街","西南,满五年,近地铁,人气热搜,",130,万,14168,元/㎡
出行方便 精装修 南北通透 楼龄新 购物方便 满五,2室,2厅,1卫,92,㎡,南北,高层(共28层),2014年建造,柴楼新庄园隆园,北辰,双街镇,顺境北路56号,"南北,满五年,",115,万,12500,元/㎡
福汇园 大两居 集中供暖 精装一天没住，家具家电全送，户型好,2室,1厅,1卫,93,㎡,南,高层(共17层),2012年建造,福汇园,大港,世纪大道,东环路479号,"南,满五年,",115,万,12366,元/㎡
   位 大地十二城一楼带院  南北通透两室出售,2室,2厅,1卫,85.19,㎡,南北,低层(共18层),2010年建造,枫桥园,西青,中北,汪庄村中街,"南北,满五年,绿化率高,",169,万,19839,元/㎡
金泽园|幸福道2室2厅1卫90.15平方米,2室,2厅,1卫,90.15,㎡,南,中层(共6层),2015年建造,金泽园,西青,大寺,幸福道,"南,房东直卖,唯一住房,",128,万,14199,元/㎡
中海公园城滟湖苑 得房好 小区绿化高 满二 中间楼层,3室,2厅,3卫,135,㎡,南北,共1层,2014年建造,中海公园城滟湖苑,津南,津南八里台,天嘉湖大道,"南北,满二年,绿化率高,",150,万,11112,元/㎡
河东区大直沽街东和家园2室1厅,2室,1厅,1卫,68.07,㎡,南,高层(共28层),2013年建造,东和家园,河东,大直沽,"直沽街,近津塘村道","南,满二年,近地铁,",135,万,19833,元/㎡
生态城起步区 季景华庭 通透俩室 120万配套齐全 价格可谈,2室,1厅,1卫,98,㎡,南北,高层(共17层),2013年建造,季景华庭,滨海新区,中新生态城,和旭路1060号,"南北,满五年,车位充足,",120,万,12245,元/㎡
枫丹天城 南向采光好 电梯房 商业配套成熟 房龄新 大两居,2室,2厅,1卫,82.71,㎡,南,低层(共18层),2016年建造,枫丹天城,武清,杨村街,"雍阳西道,近翠源路","南,满五年,人气热搜,",110,万,13300,元/㎡
蓝光雍锦香颂 精装可拎包入住 电梯房 满五   大两居,2室,2厅,1卫,98.96,㎡,南北,低层(共30层),2018年建造,蓝光雍锦香颂,津南,咸水沽,四里沽路,"南北,房东直卖,满五年,",115,万,11621,元/㎡
有电梯 中间楼层 大两居 精装修 满五 医疗配套成熟,2室,2厅,1卫,97.65,㎡,南北,中层(共28层),2016年建造,南益名士华庭海棠苑,塘沽,新河街,"华庭路,近福州道","南北,房东直卖,满五年,",142,万,14542,元/㎡
带电梯 近地铁 楼层好 精装可拎包入住 出行方便 刚需小三居,3室,2厅,1卫,93,㎡,南北,高层(共11层),2021年建造,贻成学府壹号,滨海新区,中新生态城,中天大道,"南北,满二年,车位充足,多人关注,",130,万,13979,元/㎡
香邑国际 满五 南北通透 刚需两居 小区新 医疗配套成熟,2室,2厅,1卫,94.68,㎡,南北,低层(共13层),2014年建造,香邑国际,东丽,万新街,"成林道,近登州路","南北,满五年,近地铁,",132,万,13942,元/㎡
南益名士华庭(一期) 近医院 楼层好 南向采光好 大两居,2室,1厅,1卫,94.78,㎡,南,中层(共26层),2016年建造,南益名士华庭(一期),塘沽,新河街,新河路,"南,房东直卖,满五年,车位充足,",118,万,12450,元/㎡
新上燕宇精装两室 私产房  不到顶 南北通透 急售,2室,1厅,2卫,92.37,㎡,南,高层(共6层),2003年建造,燕宇艺术家园,北辰,瑞景街,"辰昌路,近龙泉道","南,满五年,近地铁,",125,万,13533,元/㎡
朝南 带电梯 中间楼层采光好 小三房 商业配套齐全 楼龄新,3室,2厅,1卫,92,㎡,南,中层(共32层),2016年建造,融创中央学府(东区),津南,海河教育园区,新慧路54号,"南,满五年,",139,万,15109,元/㎡
满五   小三居 出行方便 精装可拎包入住 南向采光好,3室,2厅,1卫,99.89,㎡,南,低层(共33层),2014年建造,中建滨海壹号小区,塘沽,工农村街,"威海路,近滨宇东道","南,满五年,",125,万,12514,元/㎡
宝翠花都探景园 产权清晰 居住密度低 电梯房 高楼层视野好,3室,1厅,1卫,104.26,㎡,南北,高层(共11层),2008年建造,宝翠花都探景园,北辰,瑞景街,龙泉道,"南北,有电梯,近地铁,",147,万,14100,元/㎡
金谊花园 低楼层中户两室 价格可议装修保持的挺好 随时看房,2室,1厅,1卫,81.76,㎡,东,低层(共26层),2015年建造,金谊花园,西青,大寺,芦北路,"东,满五年,",72,万,8807,元/㎡
首创城明景苑 装修好 高楼层视野无遮挡 大两房 南北通透,2室,2厅,1卫,98.28,㎡,南北,高层(共28层),2017年建造,首创城明景苑,津南,辛庄,鑫怡路,"南北,满五年,",116,万,11804,元/㎡
香雍久和一中商务区 11中13小品质小区好楼层交通便利临近城,3室,2厅,1卫,100.19,㎡,南,高层(共18层),2022年建造,香雍玖和,武清,杨村街,"光明道,近新兴路","南,满二年,绿化率高,",125,万,12477,元/㎡
刚需两居 满五   近医院 交通便捷 临地铁 购物方便,2室,1厅,1卫,98,㎡,南北,中层(共6层),1999年建造,万隆花园,东丽,程林街,天山南路49号,"南北,满五年,近地铁,",139,万,14184,元/㎡
南北通透 医疗配套成熟 电梯房 大两居 中间好楼层 精装好房,2室,2厅,1卫,99.8,㎡,南北,中层(共6层),2004年建造,贻丰园,塘沽,向阳街,河北路2612号,"南北,满五年,近地铁,",119,万,11924,元/㎡
新出 商务区 观澜轩 精装修 小高层 前排可看紫云公园 急售,2室,2厅,2卫,89.78,㎡,南北,中层(共17层),2023年建造,万科滨海大都会观澜轩,滨海新区,滨海城区,旭升路,"南北,满五年,车位充足,多人关注,",176,万,19604,元/㎡
首创禧悦 近地铁 出行方便 车位充足 高楼层视野无遮挡,3室,2厅,2卫,100.4,㎡,南北,高层(共7层),2021年建造,首创禧悦,津南,辛庄,"鑫怡路,近建明道","南北,满二年,车位充足,多人关注,",117,万,11654,元/㎡
焕景园，三楼中间楼层，通透H户型，采光无遮挡非常好，看房随时,2室,1厅,1卫,94,㎡,南北,中层(共6层),2008年建造,宝翠花都沃克小镇,北辰,瑞景街,环瑞路,"南北,满五年,近地铁,车位充足,",151,万,16064,元/㎡
挥泪卖  海榕园电梯洋房  带阁楼 两室通厅 价格可以有钥匙,2室,1厅,1卫,96,㎡,南,高层(共8层),2018年建造,海榕园,大港,古林街,海景二路,"南,满二年,",127,万,13230,元/㎡
电梯房 满二   房龄新 朝南 高楼层视野无遮挡,3室,2厅,1卫,117,㎡,南,高层(共30层),2016年建造,经纬城市绿洲学府华庭,武清,豆张庄镇,新安路,"南,满二年,",116,万,9915,元/㎡
刚需两居 满五   南向采光好 双卫格局 中间好楼层,2室,1厅,2卫,96.7,㎡,南,中层(共22层),2014年建造,雪优花园,东丽,华明镇,"祥云路,近弘信道","南,满五年,",113,万,11686,元/㎡
海诚园 精装修两室南北通透 集中供暖 大两居 电梯房拎包入住,2室,0厅,0卫,96.56,㎡,南北,高层(共6层),2014年建造,海诚园,大港,古林街,海景大道,"南北,满五年,",123,万,12739,元/㎡
贻成东园一楼精装 房子保持好 便于看房 诚意出售 周边配套全,2室,2厅,1卫,96,㎡,南北,低层(共6层),2000年建造,贻成东园,塘沽,杭州道街,"韶山路,近望达街","南北,近地铁,",119,万,12396,元/㎡
紧邻地铁 宜景园全明大两室 总价低 业主诚售 有钥匙随时看,2室,1厅,1卫,91.01,㎡,南,高层(共22层),2016年建造,宜景园,北辰,宜兴埠,爱贤道,"南,满二年,近地铁,",119,万,13076,元/㎡
盛星东海岸 购物方便 近地铁 南北通透 大两居 出行方便,2室,1厅,1卫,92.3,㎡,南北,中层(共18层),2010年建造,盛星东海岸,塘沽,工农村街,"云山道,近谐海路","南北,满五年,",125,万,13543,元/㎡
房主急售 馨达园98平米两室 好楼层全南 精装送所有,2室,2厅,1卫,98.48,㎡,南北,高层(共16层),2016年建造,馨达园(武清),武清,杨村街,雍阳东道,"南北,满二年,",80,万,8124,元/㎡
海教园 龙湖洋房 带精装修 中间楼层 采光好 满两年,2室,1厅,1卫,79,㎡,南,中层(共6层),2021年建造,龙湖天璞,津南,海河教育园区,"雅馨路,近吉明路","南,满二年,近地铁,绿化率高,",145,万,18355,元/㎡
毓园 南北通透 大两房 医疗配套成熟 商业配套齐全 满五  ,2室,1厅,1卫,94,㎡,南北,中层(共6层),2000年建造,毓园,塘沽,向阳街,中心北路188号,"南北,满五年,近地铁,",128,万,13618,元/㎡
远翠中里 临地铁 商业配套成熟 高楼层视野无遮挡 近医院,2室,2厅,1卫,92.69,㎡,南北,高层(共6层),1986年建造,远翠中里,河东,东新街,恒山路,"南北,满五年,近地铁,",117,万,12623,元/㎡
义江里 近医院 满五   居住密度低 南北通透,3室,1厅,1卫,91,㎡,南北,中层(共6层),1997年建造,义江里,河北,靖江路街,岷江路10号,"南北,满五年,近地铁,",150,万,16484,元/㎡
双环邨街 近地铁 近医院 商品住宅 南北通透 密度低 满五,2室,1厅,1卫,92.78,㎡,南北,低层(共6层),2001年建造,井田公寓(南院),红桥,双环邨街,龙武道,"南北,满五年,近地铁,采光较好,",135,万,14551,元/㎡
新村金达里精装修两室 南北通透 二中心1256中 4楼急售议,2室,1厅,1卫,92.63,㎡,南北,中层(共7层),2018年建造,金达里,塘沽,塘沽新村街,山东路758号,"南北,满五年,",130,万,14035,元/㎡
星耀五洲枫情阳光城(别墅) 南北通透 高绿化 中间好楼层,2室,2厅,3卫,207.59,㎡,南北,共1层,2012年建造,星耀五洲枫情阳光城(别墅),津南,津南八里台,天嘉湖大道,"南北,满五年,绿化率高,多人关注,",118,万,5685,元/㎡
精装好房 医疗配套成熟 大两居 朝南 购物方便 满二  ,2室,2厅,1卫,92.95,㎡,南,低层(共6层),1995年建造,广厦南里东区,武清,杨村街,建设南路30号,"南,满二年,",95,万,10221,元/㎡
满五 南北通透 有电梯 小三居 楼龄新,3室,1厅,1卫,99.54,㎡,南北,低层(共34层),2016年建造,经纬城市绿洲学知华庭,武清,杨村街,"雍和道,近新开路","南北,满五年,车位充足,",102,万,10248,元/㎡
远洋心里 人见人爱的南北通透3居室  房龄新 紫云教育,3室,1厅,1卫,95,㎡,南北,高层(共30层),2017年建造,远洋心里,塘沽,新港街,大连东道,"南北,满五年,近地铁,",136,万,14316,元/㎡
新港街 中间好楼层 出行方便 刚需小三居 电梯房 近地铁,3室,2厅,1卫,95,㎡,南北,中层(共33层),2010年建造,远洋心里,塘沽,新港街,大连东道,"南北,满五年,近地铁,",146,万,15369,元/㎡
近地铁 楼层好 南北通透 近医院 交通便捷 满五 诚心出售,2室,1厅,1卫,77.8,㎡,南北,中层(共6层),1998年建造,昆仑北里C区,东丽,万新街,昆仑路,"新上小区,南北通透,满五,",115,万,14782,元/㎡
海居园电梯洋房 送阁楼 有钥匙 随时看房,2室,2厅,1卫,96,㎡,南北,高层(共8层),2022年建造,海居园,大港,古林街,海景大道,"南北,满二年,次新房,",125,万,13021,元/㎡
和苑绵和园 毛坯房 没住过人 全明通透 业主急售 随时看房,3室,2厅,1卫,98.55,㎡,南北,低层(共27层),2016年建造,和苑绵和园,红桥,西营门街,"营浮路,近鸿明道","南北,",148,万,15018,元/㎡
东丽区新立街民和巷花园3室2厅,3室,2厅,1卫,91.39,㎡,南北,高层(共11层),2015年建造,万科民和巷A区,东丽,新立镇,东平路,"南北,满五年,近地铁,车位充足,",140,万,15319,元/㎡
  河府 大两室 双地铁环伺 商圈成熟 配套齐全 次新小区,2室,2厅,1卫,82.3,㎡,南,中层(共32层),2020年建造,大运河府,北辰,瑞景街,北辰道,"南,房东直卖,唯一住房,近地铁,",108,万,13123,元/㎡
香逸园洋房，三室，140万可议，精装，拎包入住，随时看房。,3室,1厅,1卫,92.91,㎡,南北,高层(共8层),2019年建造,滨海星河荣御,大港,古林街,海景七路,"南北,满五年,次新房,",140,万,15069,元/㎡
亨通花园东区(北里) 中间楼层 商业配套成熟 低容积,3室,2厅,1卫,128,㎡,南北,中层(共6层),1999年建造,亨通花园东区(北里),武清,杨村街,雍阳西道,"南北,满五年,",125,万,9766,元/㎡
南北通透两室，房主诚心出售,2室,2厅,1卫,92.72,㎡,南北,高层(共25层),2021年建造,唐望府,塘沽,新河街,津塘公路,"南北,满二年,次新房,",115,万,12403,元/㎡
万科精装修三室全新白色系未住过，无个税,3室,1厅,1卫,92,㎡,南北,高层(共15层),2014年建造,万科民和巷A区,东丽,新立镇,东平路,"南北,满五年,近地铁,车位充足,",143,万,15544,元/㎡
福芳园两室能改三室，一梯两户，赠送地下车位，赠地下储藏间。。,3室,1厅,1卫,112.3,㎡,南,中层(共11层),2014年建造,福芳园,大港,古林街,海景八路,"南,唯一住房,",142,万,12645,元/㎡
运泽花园小区(南区) 交通便利 装修好 有电梯 商业配套成熟,3室,2厅,1卫,129,㎡,南,高层(共16层),2017年建造,运泽花园小区(南区),武清,杨村街,杨崔路,"南,满二年,",115,万,8915,元/㎡
金隅满堂 楼层好 私产过五年 性价比高,2室,2厅,1卫,88.07,㎡,南北,高层(共18层),2014年建造,金隅满堂红杉花苑,西青,中北,万卉路21号,"南北,",154,万,17487,元/㎡
